CTR,titleWords,adWords,depth,position,advCTR,advCTRInPos,queryCTR,queryCTRInPos,gender,age
0.0094,8,21,1,1,0.0426,0.0491,0.0248,0.0308,unknown,unknown
0.0323,9,19,2,1,0.0211,0.024,0.011,0.0212,female,25-30
0.042,12,21,3,2,0.0472,0.0355,0.0238,0.0223,unknown,unknown
0.0072,8,24,2,2,0.0284,0.019,0.0419,0.0128,female,13-18
0.06,6,20,2,1,0.0386,0.0483,0.0473,0.0609,unknown,unknown
0.0404,5,20,1,1,0.0426,0.0491,0.0152,0.0211,female,19-24
0.2205,8,27,1,1,0.0954,0.1269,0.3407,0.346,male,19-24
0.1709,5,23,1,1,0.0284,0.0337,0.0352,0.0842,female,19-24
0.0056,4,11,2,2,0.0145,0.0093,0.0074,0.0014,unknown,unknown
0.0168,7,25,1,1,0.0512,0.0474,0.005,0.006,unknown,unknown
0.1373,16,22,2,1,0.0341,0.0439,0.0409,0.0624,male,31-40
0.0548,6,20,2,2,0.0511,0.0442,0.0824,0.0556,unknown,unknown
0.0075,11,28,1,1,0.05,0.0668,0.0134,0.0251,female,31-40
0.0153,8,21,2,2,0.0426,0.0309,0.0049,0.0085,male,19-24
0.0082,9,19,2,1,0.0267,0.0317,0.0368,0.0556,unknown,unknown
0.0207,3,7,1,1,0.016,0.018,0.0161,0.0114,female,31-40
0.0629,8,16,3,1,0.0142,0.0217,0.0065,0.0073,unknown,unknown
0.0172,8,19,2,1,0.0241,0.0279,0.0351,0.0538,unknown,unknown
0.0336,7,24,2,2,0.0426,0.0309,0.0757,0.0302,female,19-24
0.2787,15,29,2,1,0.0621,0.0847,0.1474,0.3487,unknown,unknown
0.0034,12,25,1,1,0.0211,0.024,0.0013,0.0013,unknown,unknown
0.1457,16,29,2,1,0.0378,0.0412,0.0497,0.0935,unknown,unknown
0.2222,15,27,3,1,0.1821,0.1897,0.0551,0.1422,unknown,unknown
0.027,7,17,2,1,0.0623,0.0691,0.0127,0.0183,unknown,unknown
0.0646,9,25,1,1,0.0504,0.0656,0.0353,0.0351,unknown,unknown
0.0917,7,26,2,1,0.0426,0.0491,0.0261,0.036,unknown,unknown
0.0698,9,22,1,1,0.1057,0.1724,0.0146,0.0156,male,31-40
0.0911,8,18,1,1,0.0426,0.0491,0.0066,0.0158,male,13-18
0.0,12,22,2,2,0.0202,0.0169,0.04,0.0294,unknown,unknown
0.0163,13,23,2,1,0.0445,0.0478,0.0127,0.0173,unknown,unknown
0.0,7,18,3,3,0.0361,0.0148,0.0218,0.0021,unknown,unknown
0.1019,8,23,3,2,0.1422,0.1013,0.0765,0.0954,male,19-24
0.1017,11,23,2,2,0.0426,0.0308,0.0955,0.0552,female,19-24
0.0061,9,14,1,1,0.0144,0.0178,0.0,0.0,male,19-24
0.0253,8,24,1,1,0.0284,0.0337,0.0104,0.0143,unknown,unknown
0.0,9,29,3,3,0.0337,0.0176,0.0048,0.0,female,19-24
0.037,8,22,2,1,0.0211,0.024,0.0512,0.0703,unknown,unknown
0.2925,14,30,1,1,0.0358,0.0493,0.1833,0.2707,male,19-24
0.0385,9,20,1,1,0.0346,0.0455,0.0138,0.0179,male,25-30
0.1006,5,23,2,1,0.0426,0.0491,0.1604,0.2628,unknown,unknown
0.1802,13,18,2,1,0.0614,0.0672,0.0601,0.0736,unknown,unknown
0.0641,4,21,1,1,0.0383,0.0412,0.0024,0.005,female,25-30
0.0488,6,15,1,1,0.0144,0.0197,0.0475,0.0593,unknown,unknown
0.0,4,21,3,3,0.0284,0.0106,0.0162,0.0016,unknown,unknown
0.0,14,26,3,1,0.0284,0.0337,0.0169,0.0267,unknown,unknown
0.055,12,19,2,1,0.0574,0.0693,0.024,0.0327,unknown,unknown
0.1243,9,27,2,2,0.0252,0.0203,0.1375,0.0551,female,19-24
0.0,11,21,3,1,0.0102,0.0127,0.0033,0.0038,unknown,unknown
0.1077,12,32,2,1,0.0358,0.0445,0.0185,0.0377,male,19-24
0.0861,8,28,2,1,0.0336,0.0417,0.0513,0.0766,unknown,unknown
0.0,6,18,3,1,0.0101,0.01,0.0006,0.0008,male,19-24
0.1356,10,26,1,1,0.0478,0.0555,0.0307,0.0679,unknown,unknown
0.0171,6,20,3,3,0.0361,0.0203,0.0315,0.0175,unknown,unknown
0.1,4,20,2,1,0.0791,0.0813,0.0238,0.0284,male,19-24
0.6343,10,23,2,1,0.195,0.2007,0.0554,0.0777,female,31-40
0.0221,12,22,1,1,0.0179,0.0273,0.0066,0.0079,male,13-18
0.0194,7,22,2,1,0.0431,0.059,0.0266,0.0358,female,19-24
0.0806,7,22,2,1,0.0211,0.024,0.0685,0.1021,unknown,unknown
0.1178,12,20,1,1,0.0581,0.0621,0.1289,0.1289,unknown,unknown
0.0108,7,27,2,2,0.0421,0.0191,0.0495,0.022,unknown,unknown
0.0645,8,21,3,2,0.023,0.0135,0.0582,0.0438,unknown,unknown
0.059,14,28,1,1,0.0435,0.0645,0.0484,0.0552,male,13-18
0.0,12,22,3,3,0.0207,0.0066,0.032,0.0058,unknown,unknown
0.0258,7,17,1,1,0.0337,0.0369,0.0094,0.0156,male,13-18
0.0435,7,15,1,1,0.0273,0.0356,0.0354,0.0426,unknown,unknown
0.1185,10,25,2,1,0.0441,0.0531,0.1673,0.2776,unknown,unknown
0.0097,6,19,2,2,0.0283,0.021,0.0101,0.0028,unknown,unknown
0.1651,8,22,2,1,0.0211,0.024,0.1047,0.1673,unknown,unknown
0.025,10,20,1,1,0.0212,0.0277,0.007,0.0079,unknown,unknown
0.0,9,24,3,3,0.0152,0.0063,0.0019,0.0013,unknown,unknown
0.0098,9,18,1,1,0.037,0.0432,0.0,0.0,female,25-30
0.0234,6,22,2,1,0.0211,0.024,0.0269,0.0434,unknown,unknown
0.0,6,24,2,1,0.0457,0.0475,0.0142,0.0272,unknown,unknown
0.0455,7,15,3,1,0.1056,0.1215,0.0216,0.0342,unknown,unknown
0.1681,9,23,2,1,0.1961,0.2018,0.0708,0.1038,female,31-40
0.1214,10,25,1,1,0.0461,0.0503,0.1149,0.1269,unknown,unknown
0.0052,7,25,2,2,0.0074,0.0108,0.5799,0.1784,unknown,unknown
0.0315,6,14,1,1,0.0273,0.0356,0.0255,0.0273,unknown,unknown
0.0,10,28,1,1,0.0285,0.0337,0.0,0.0,unknown,unknown
0.0076,6,14,1,1,0.0273,0.0356,0.0156,0.024,unknown,unknown
0.0428,7,21,1,1,0.0426,0.0491,0.0022,0.0,male,25-30
0.4804,5,25,1,1,0.5199,0.5226,0.0,0.0,male,0-12
0.0071,12,20,2,1,0.0264,0.0308,0.0174,0.0788,male,19-24
0.023,4,28,2,1,0.0083,0.0094,0.0123,0.0131,unknown,unknown
0.0192,8,16,1,1,0.0284,0.0337,0.0569,0.0629,unknown,unknown
0.0,4,23,1,1,0.016,0.018,0.0091,0.0122,female,31-40
0.1429,8,21,2,1,0.0426,0.0491,0.0462,0.0569,unknown,unknown
0.0571,6,14,1,1,0.0273,0.0356,0.048,0.0542,male,13-18
0.0993,12,22,1,1,0.0533,0.0624,0.1233,0.1497,male,19-24
0.0312,3,12,3,3,0.0284,0.0106,0.0266,0.0221,unknown,unknown
0.0963,8,26,2,1,0.0857,0.0902,0.0765,0.0899,unknown,unknown
0.0202,8,25,2,1,0.0161,0.0167,0.0173,0.0275,unknown,unknown
0.1304,12,16,2,1,0.0655,0.0928,0.0377,0.0448,unknown,unknown
0.1562,12,14,1,1,0.0282,0.0299,0.0412,0.0558,unknown,unknown
0.0492,7,18,2,2,0.0426,0.0309,0.0607,0.033,unknown,unknown
0.157,7,19,2,1,0.0189,0.0197,0.0328,0.0455,male,19-24
0.0,6,25,2,2,0.0426,0.0309,0.0022,0.0,unknown,unknown
0.0636,8,30,2,1,0.0572,0.0818,0.0435,0.0663,unknown,unknown
0.0251,4,21,1,1,0.0284,0.0337,0.0307,0.0425,female,19-24
0.0437,6,21,1,1,0.0384,0.0412,0.0,0.0,male,25-30
0.0444,11,16,2,1,0.0273,0.0356,0.0219,0.0377,unknown,unknown
0.2385,10,23,2,1,0.0988,0.0985,0.0296,0.0477,unknown,unknown
0.0076,18,28,3,1,0.0264,0.0308,0.0731,0.0994,unknown,unknown
0.0062,5,19,1,1,0.0149,0.0209,0.0684,0.0935,unknown,unknown
0.1816,9,27,1,1,0.0243,0.0337,0.0909,0.1185,unknown,unknown
0.1161,11,25,1,1,0.089,0.1084,0.0325,0.0438,unknown,unknown
0.0072,7,21,1,1,0.0426,0.0491,0.0136,0.0236,unknown,unknown
0.042,12,22,2,1,0.0339,0.0509,0.0108,0.0145,male,25-30
0.0265,7,17,1,1,0.0284,0.0337,0.0124,0.0143,unknown,unknown
0.0486,13,25,2,2,0.0425,0.0338,0.255,0.3071,unknown,unknown
0.0513,6,21,2,1,0.024,0.029,0.0448,0.0704,unknown,unknown
0.0134,5,20,2,2,0.0161,0.0098,0.0122,0.01,unknown,unknown
0.0511,7,15,1,1,0.0273,0.0356,0.026,0.0415,female,25-30
0.0138,3,25,1,1,0.0161,0.018,0.0035,0.0051,male,41+
0.0623,13,24,2,1,0.0264,0.0317,0.0269,0.0264,unknown,unknown
0.1721,9,17,2,1,0.1025,0.1359,0.0777,0.1079,male,19-24
0.084,18,28,2,1,0.0263,0.0307,0.0266,0.0379,unknown,unknown
0.1026,9,23,2,1,0.1423,0.1726,0.0464,0.0469,female,25-30
0.0,7,20,3,3,0.0282,0.0091,0.0265,0.0062,unknown,unknown
0.0556,5,19,2,1,0.0344,0.0456,0.0757,0.1078,unknown,unknown
0.0175,14,28,2,2,0.0442,0.0199,0.02,0.0036,unknown,unknown
0.2478,9,23,2,1,0.1951,0.2008,0.0855,0.1042,male,31-40
0.0379,7,24,2,2,0.0426,0.0309,0.0121,0.002,male,19-24
0.0191,7,20,2,1,0.0221,0.0225,0.0052,0.0,unknown,unknown
0.0684,9,21,2,1,0.0511,0.0471,0.0723,0.0483,male,19-24
0.0053,5,22,2,2,0.0168,0.0128,0.0229,0.0153,unknown,unknown
0.0851,8,16,2,1,0.0284,0.0337,0.0515,0.0974,male,19-24
0.1182,8,19,2,1,0.0343,0.0455,0.0462,0.0295,female,13-18
0.0902,6,17,2,1,0.0125,0.0123,0.0163,0.0132,unknown,unknown
0.0268,9,23,3,1,0.0305,0.0389,0.0241,0.0315,unknown,unknown
0.0,8,21,3,1,0.0138,0.0138,0.0206,0.0279,unknown,unknown
0.0127,5,14,2,2,0.0284,0.019,0.0855,0.0096,male,19-24
0.0066,6,17,1,1,0.0273,0.0356,0.0241,0.0246,unknown,unknown
0.04,8,16,1,1,0.0273,0.0356,0.0297,0.0353,male,13-18
0.0576,12,26,2,1,0.0493,0.0553,0.0403,0.1061,unknown,unknown
0.0083,12,14,2,2,0.0282,0.0242,0.019,0.0104,unknown,unknown
0.3017,3,10,1,1,0.2827,0.2978,0.0495,0.0635,unknown,unknown
0.0948,13,30,1,1,0.0386,0.0426,0.117,0.1206,male,31-40
0.0,11,29,1,1,0.0211,0.024,0.0007,0.0008,unknown,unknown
0.008,8,24,1,1,0.0426,0.0491,0.0012,0.0011,male,25-30
0.0395,4,22,2,1,0.0322,0.0328,0.0333,0.0488,unknown,unknown
0.0169,5,21,1,1,0.024,0.029,0.0134,0.0135,unknown,unknown
0.3616,7,23,2,1,0.184,0.1885,0.0715,0.2634,female,19-24
0.0938,11,25,1,1,0.0247,0.0284,0.0443,0.0691,unknown,unknown
0.0677,13,23,1,1,0.0258,0.0302,0.052,0.1182,male,19-24
0.3063,9,23,2,1,0.1421,0.1722,0.0989,0.1545,male,19-24
0.069,7,15,2,2,0.0273,0.022,0.1112,0.0491,female,19-24
0.0035,10,23,1,1,0.0151,0.0189,0.0674,0.0739,unknown,unknown
0.0583,13,30,1,1,0.0282,0.03,0.0105,0.0139,unknown,unknown
0.0157,5,21,2,2,0.024,0.019,0.0384,0.0159,unknown,unknown
0.0784,7,21,2,1,0.0426,0.0491,0.0145,0.0154,unknown,unknown
0.2133,10,23,2,1,0.0509,0.0469,0.0679,0.125,male,19-24
0.0102,14,30,2,2,0.0384,0.0315,0.0187,0.0,unknown,unknown
0.0394,7,18,1,1,0.0447,0.0645,0.0462,0.0549,unknown,unknown
0.007,6,17,2,1,0.0121,0.0133,0.0171,0.0305,unknown,unknown
0.0,8,28,2,2,0.0421,0.0199,0.0654,0.0,female,25-30
0.0493,6,14,1,1,0.0273,0.0356,0.0041,0.0,female,31-40
0.0189,7,15,2,2,0.0273,0.0221,0.0341,0.0471,unknown,unknown
0.1066,8,16,2,1,0.0284,0.0337,0.029,0.0484,unknown,unknown
0.0,4,16,3,1,0.0155,0.0187,0.0002,0.0004,unknown,unknown
0.0,8,25,2,1,0.0261,0.0333,0.0072,0.007,unknown,unknown
0.0457,8,24,2,1,0.0284,0.0337,0.0127,0.0187,unknown,unknown
0.0548,11,27,1,1,0.0273,0.0356,0.0083,0.0128,male,25-30
0.12,8,24,2,1,0.0343,0.0455,0.1049,0.0878,unknown,unknown
0.0294,4,13,2,1,0.0284,0.0337,0.0102,0.0112,male,13-18
0.0476,9,25,2,2,0.0504,0.0112,0.0507,0.0155,male,13-18
0.0168,9,20,2,2,0.0426,0.0309,0.0296,0.0152,unknown,unknown
0.0146,6,20,1,1,0.0172,0.0215,0.0241,0.026,unknown,unknown
0.0,5,15,1,1,0.016,0.018,0.0052,0.0,unknown,unknown
0.125,9,23,2,1,0.1422,0.1724,0.0608,0.104,male,19-24
0.0069,4,13,1,1,0.0284,0.0337,0.0,0.0,unknown,unknown
0.1018,9,20,2,2,0.093,0.0738,0.1196,0.0833,male,19-24
0.0,8,20,2,1,0.012,0.0134,0.0001,0.0001,unknown,unknown
0.0,7,18,1,1,0.0453,0.0659,0.0388,0.0614,male,19-24
0.1053,9,23,2,1,0.1423,0.1725,0.0737,0.1275,female,19-24
0.0836,7,15,2,1,0.0273,0.0356,0.0354,0.039,unknown,unknown
0.0,9,22,1,1,0.0426,0.0455,0.0031,0.0031,unknown,unknown
0.0293,16,26,1,1,0.0442,0.0487,0.0315,0.0454,male,13-18
0.0311,6,14,1,1,0.0273,0.0356,0.0146,0.0162,unknown,unknown
0.0227,7,21,1,1,0.0403,0.0421,0.0248,0.0328,male,25-30
0.0274,5,22,1,1,0.0233,0.0243,0.0206,0.0237,unknown,unknown
0.0,8,18,2,1,0.0089,0.0096,0.0017,0.0017,unknown,unknown
0.0396,12,23,1,1,0.0494,0.0554,0.0158,0.0071,male,25-30
0.0854,14,28,1,1,0.0433,0.0642,0.101,0.1047,male,19-24
0.016,4,13,2,1,0.0284,0.0337,0.0225,0.0174,male,13-18
0.0049,10,11,3,1,0.027,0.034,0.0235,0.0349,unknown,unknown
0.0,11,29,3,1,0.0338,0.0477,0.0096,0.0172,unknown,unknown
0.0281,8,21,2,1,0.0219,0.0242,0.0112,0.0159,unknown,unknown
0.0631,4,19,2,1,0.0601,0.063,0.031,0.0399,unknown,unknown
0.0093,5,16,3,2,0.0187,0.0178,0.0125,0.0139,unknown,unknown
0.0078,5,22,2,1,0.0233,0.0243,0.0216,0.0263,unknown,unknown
0.0053,8,25,2,1,0.0182,0.0184,0.0231,0.0248,unknown,unknown
0.0312,6,18,2,2,0.0161,0.0183,0.0326,0.0199,unknown,unknown
0.0188,11,26,1,1,0.0548,0.0584,0.0588,0.0611,unknown,unknown
0.0074,4,21,1,1,0.016,0.018,0.0252,0.0299,unknown,unknown
0.06,4,27,2,1,0.016,0.0179,0.0483,0.0,female,25-30
0.0968,10,26,2,1,0.0347,0.0411,0.0845,0.115,unknown,unknown
0.5385,9,23,2,2,0.1418,0.1007,0.0969,0.0997,male,25-30
0.0338,11,26,3,1,0.0558,0.0595,0.0228,0.0281,unknown,unknown
0.0,12,23,2,1,0.0232,0.0306,0.0255,0.0426,unknown,unknown
0.1372,8,26,1,1,0.0426,0.0491,0.0512,0.0753,male,13-18
0.0464,12,28,1,1,0.0353,0.0618,0.0154,0.0152,unknown,unknown
0.1712,5,21,2,1,0.1726,0.1744,0.0211,0.03,unknown,unknown
0.0095,12,20,2,2,0.0665,0.0588,0.0339,0.0176,male,19-24
0.0076,11,27,1,1,0.0341,0.0429,0.0207,0.0297,unknown,unknown
0.1226,10,28,2,1,0.04,0.043,0.072,0.1127,unknown,unknown
0.0083,9,23,2,1,0.0426,0.0491,0.0278,0.0407,unknown,unknown
0.0509,8,22,1,1,0.0538,0.0678,0.0206,0.0278,male,0-12
0.0088,6,23,1,1,0.0426,0.0491,0.0255,0.0317,male,25-30
0.0412,13,27,1,1,0.0835,0.0846,0.0,0.0,male,31-40
0.0896,5,4,2,1,0.0719,0.0698,0.0073,0.0099,unknown,unknown
0.0,11,30,3,1,0.0176,0.0226,0.008,0.0154,unknown,unknown
0.0,14,26,1,1,0.0131,0.0131,0.0832,0.0913,female,19-24
0.0208,11,26,2,2,0.0548,0.0209,0.0298,0.0251,unknown,unknown
0.0072,6,23,2,2,0.0337,0.0301,0.0177,0.0102,unknown,unknown
0.0952,7,18,1,1,0.0273,0.0356,0.0447,0.0563,male,13-18
0.0192,8,6,2,2,0.0337,0.0301,0.0474,0.03,unknown,unknown
0.016,6,19,2,2,0.0284,0.019,0.0207,0.0171,unknown,unknown
0.0783,13,26,2,1,0.0231,0.0315,0.0369,0.0353,male,13-18
0.0439,12,26,2,1,0.0494,0.0553,0.0219,0.0311,unknown,unknown
0.1429,7,21,2,1,0.0239,0.0289,0.0447,0.0304,female,25-30
0.094,7,23,2,1,0.0478,0.0586,0.0911,0.1336,unknown,unknown
0.039,7,16,2,1,0.0284,0.0337,0.0109,0.0163,unknown,unknown
0.0136,6,14,1,1,0.0273,0.0356,0.0079,0.0082,male,25-30
0.0275,5,14,2,2,0.0216,0.017,0.1775,0.0162,unknown,unknown
0.0083,9,19,2,1,0.0138,0.0154,0.0113,0.0156,unknown,unknown
0.0297,8,24,1,1,0.0284,0.0337,0.023,0.02,female,13-18
0.0423,8,20,2,2,0.055,0.0243,0.2491,0.042,unknown,unknown
0.0049,8,25,3,1,0.0281,0.0348,0.0307,0.0405,unknown,unknown
0.0,9,22,2,2,0.0157,0.0105,0.0266,0.0287,unknown,unknown
0.0108,7,21,3,1,0.0284,0.0369,0.002,0.0044,unknown,unknown
0.0,11,25,3,2,0.0157,0.006,0.0,0.0,unknown,unknown
0.0,8,18,2,2,0.0283,0.0144,0.0009,0.0007,unknown,unknown
0.125,14,29,2,1,0.0264,0.0307,0.0445,0.0647,unknown,unknown
0.0172,12,26,1,1,0.0538,0.0729,0.0,0.0,male,19-24
0.0882,13,22,2,2,0.0533,0.0324,0.2184,0.06,unknown,unknown
0.0206,3,18,1,1,0.0252,0.0357,0.011,0.028,male,19-24
0.0092,7,25,1,1,0.024,0.0291,0.0299,0.0382,male,19-24
0.0342,8,20,1,1,0.0426,0.0491,0.0149,0.0236,unknown,unknown
0.1203,4,13,2,1,0.0284,0.0337,0.0569,0.0791,unknown,unknown
0.0601,4,21,2,2,0.016,0.0097,0.0727,0.0475,unknown,unknown
0.1148,8,26,2,1,0.0426,0.0491,0.0334,0.0517,unknown,unknown
0.0,7,21,1,1,0.0561,0.0677,0.0,0.0,unknown,unknown
0.0245,9,20,1,1,0.1058,0.1218,0.0386,0.0569,unknown,unknown
0.0294,4,20,1,1,0.016,0.0179,0.0667,0.0806,unknown,unknown
0.5909,7,29,2,1,0.0763,0.1,0.1579,0.2838,unknown,unknown
0.008,8,29,2,1,0.0131,0.0189,0.0161,0.0281,unknown,unknown
0.0076,15,29,3,3,0.0124,0.0061,0.0736,0.0,unknown,unknown
0.0,11,17,2,2,0.0096,0.0069,0.0449,0.0158,unknown,unknown
0.0207,6,21,1,1,0.0384,0.0413,0.0051,0.0051,unknown,unknown
0.0184,12,26,1,1,0.0494,0.0554,0.0137,0.0154,female,19-24
0.049,8,15,3,1,0.0426,0.0491,0.0386,0.0323,unknown,unknown
0.169,7,21,1,1,0.0915,0.0978,0.0155,0.0,unknown,unknown
0.129,5,23,1,1,0.0284,0.0337,0.015,0.0558,female,25-30
0.0385,13,12,2,2,0.0374,0.0315,0.0167,0.008,unknown,unknown
0.0,11,24,2,1,0.0299,0.0426,0.0092,0.01,unknown,unknown
0.0093,7,23,1,1,0.0384,0.0413,0.0053,0.0075,female,31-40
0.1141,7,24,2,2,0.0303,0.0257,0.1575,0.0284,female,19-24
0.0245,7,15,2,2,0.0273,0.0221,0.0676,0.0485,unknown,unknown
0.1915,7,22,2,2,0.0426,0.0308,0.0701,0.0264,male,13-18
0.0339,6,23,2,2,0.0426,0.0309,0.1076,0.0218,unknown,unknown
0.0086,8,21,1,1,0.024,0.029,0.0033,0.0093,female,13-18
0.008,11,26,2,2,0.0426,0.0309,0.0712,0.0249,unknown,unknown
0.0405,8,30,1,1,0.0573,0.0819,0.0119,0.0129,female,19-24
0.1303,12,20,1,1,0.0581,0.062,0.099,0.1667,male,13-18
0.062,9,25,1,1,0.0248,0.0285,0.0216,0.0229,male,13-18
0.0,8,24,1,1,0.0161,0.018,0.0155,0.02,male,31-40
0.0347,16,25,1,1,0.0442,0.0487,0.0,0.0,male,19-24
0.1453,13,25,2,1,0.0943,0.1169,0.0142,0.0201,male,19-24
0.0,9,26,3,1,0.0175,0.0232,0.0014,0.0023,unknown,unknown
0.1032,13,31,1,1,0.0572,0.0819,0.0128,0.0131,male,0-12
0.0033,10,24,2,2,0.0487,0.0186,0.0048,0.0028,unknown,unknown
0.0142,2,19,1,1,0.0479,0.0552,0.0061,0.0071,unknown,unknown
0.1258,6,18,2,1,0.0407,0.0486,0.0662,0.0965,unknown,unknown
0.0438,9,20,1,1,0.1058,0.1218,0.0529,0.0544,unknown,unknown
0.0,11,23,1,1,0.0105,0.0157,0.015,0.0189,unknown,unknown
0.0,7,21,3,3,0.0337,0.0159,0.0306,0.003,unknown,unknown
0.0082,14,25,2,2,0.0142,0.012,0.0351,0.0109,unknown,unknown
0.0451,14,25,1,1,0.0494,0.0553,0.0326,0.0414,unknown,unknown
0.0,6,23,1,1,0.0061,0.0133,0.0073,0.0157,male,19-24
0.0142,8,17,1,1,0.0201,0.0193,0.0,0.0,male,19-24
0.0109,10,22,1,1,0.0512,0.0472,0.005,0.006,unknown,unknown
0.0,4,23,2,1,0.016,0.018,0.0111,0.0157,unknown,unknown
0.0179,9,20,1,1,0.0426,0.0491,0.0266,0.0284,male,0-12
0.0328,12,22,1,1,0.0151,0.017,0.0082,0.0103,male,19-24
0.02,5,15,1,1,0.0284,0.0337,0.0232,0.0299,unknown,unknown
0.0163,6,14,1,1,0.0273,0.0356,0.0653,0.0709,male,19-24
0.0573,9,23,2,1,0.1963,0.202,0.0281,0.0378,male,31-40
0.0358,11,22,1,1,0.0494,0.0554,0.009,0.0104,unknown,unknown
0.049,10,21,1,1,0.0146,0.0152,0.0082,0.0095,male,25-30
0.024,8,26,1,1,0.0426,0.0491,0.0195,0.0215,male,13-18
0.0377,7,23,1,1,0.0426,0.0491,0.0327,0.0502,male,25-30
0.2185,15,29,2,1,0.0626,0.0857,0.1462,0.3617,unknown,unknown
0.094,12,25,2,1,0.0828,0.099,0.0323,0.0566,unknown,unknown
0.0011,3,25,1,1,0.0161,0.018,0.0023,0.0025,unknown,unknown
0.0,14,26,3,2,0.0244,0.0147,0.004,0.0044,unknown,unknown
0.009,8,20,3,2,0.0156,0.0105,0.0269,0.0276,unknown,unknown
0.1013,10,24,2,1,0.0426,0.0491,0.0152,0.0,female,19-24
0.0,16,22,1,1,0.0232,0.0306,0.0208,0.0226,unknown,unknown
0.0407,8,27,1,1,0.0379,0.0466,0.0231,0.0305,unknown,unknown
0.0963,8,20,1,1,0.036,0.044,0.0746,0.1044,unknown,unknown
0.031,5,22,2,1,0.0233,0.0243,0.0114,0.0112,male,19-24
0.0093,10,22,1,1,0.0511,0.0472,0.0291,0.0284,female,25-30
0.085,7,21,2,1,0.0426,0.0491,0.0143,0.0207,unknown,unknown
0.0215,7,20,2,1,0.01,0.0137,0.0135,0.0159,male,19-24
0.0,6,14,2,2,0.0273,0.0221,0.0035,0.0,male,19-24
0.0287,11,23,1,1,0.0186,0.0271,0.0163,0.0169,female,25-30
0.026,6,17,1,1,0.0291,0.0346,0.0288,0.0355,unknown,unknown
0.0189,6,20,1,1,0.0921,0.0985,0.0055,0.0,male,41+
0.041,8,25,1,1,0.0426,0.0491,0.0205,0.0485,unknown,unknown
0.024,14,30,1,1,0.0389,0.043,0.0146,0.0184,male,31-40
0.0262,7,32,1,1,0.0385,0.0413,0.0,0.0,male,19-24
0.0667,8,23,1,1,0.0623,0.0691,0.0298,0.0315,male,19-24
0.028,9,25,3,1,0.0277,0.0422,0.0288,0.046,unknown,unknown
0.0208,5,17,1,1,0.0255,0.0299,0.0276,0.0315,female,19-24
0.0757,11,21,2,1,0.0423,0.0719,0.0261,0.0066,unknown,unknown
0.0374,13,28,1,1,0.0977,0.1085,0.1973,0.2193,female,41+
0.0741,4,7,2,1,0.016,0.018,0.1062,0.1737,female,25-30
0.007,12,19,1,1,0.0137,0.0149,0.003,0.0037,unknown,unknown
0.0,14,26,3,1,0.0272,0.0305,0.0177,0.0337,unknown,unknown
0.0366,13,26,2,2,0.0442,0.0198,0.0539,0.0421,unknown,unknown
0.0813,7,21,2,1,0.0426,0.0491,0.0126,0.012,unknown,unknown
0.0411,8,24,2,1,0.0329,0.0395,0.0363,0.0615,unknown,unknown
0.0238,8,22,2,1,0.0196,0.0284,0.0175,0.0237,unknown,unknown
0.0019,11,13,1,1,0.0152,0.0169,0.0073,0.0067,unknown,unknown
0.3022,9,25,2,1,0.0507,0.0468,0.0425,0.0654,unknown,unknown
0.0171,11,29,2,1,0.0857,0.0903,0.0932,0.0432,male,25-30
0.25,7,21,2,1,0.0538,0.0637,0.0818,0.1054,unknown,unknown
0.0087,16,29,2,2,0.0442,0.0199,0.0073,0.0,male,13-18
0.0,9,19,3,3,0.0211,0.0045,0.1276,0.004,unknown,unknown
0.0248,8,24,2,1,0.0789,0.0965,0.0238,0.0392,unknown,unknown
0.0916,2,20,1,1,0.0426,0.0491,0.0084,0.0097,male,13-18
0.0354,14,23,1,1,0.0256,0.0349,0.015,0.0245,unknown,unknown
0.0191,6,20,2,2,0.0387,0.0294,0.0551,0.0262,unknown,unknown
0.0071,12,22,1,1,0.0534,0.0625,0.0874,0.0931,male,31-40
0.0,3,13,2,1,0.016,0.018,0.0623,0.0826,unknown,unknown
0.0877,10,25,2,1,0.0828,0.0991,0.0489,0.0667,unknown,unknown
0.2427,8,23,2,1,0.1422,0.1723,0.0978,0.1165,male,19-24
0.0,14,28,2,2,0.0435,0.0225,0.0093,0.0065,unknown,unknown
0.1545,10,27,1,1,0.0466,0.0509,0.0,0.0,female,19-24
0.0194,10,26,2,2,0.0426,0.0309,0.0226,0.017,male,19-24
0.0207,14,31,3,3,0.0442,0.0143,0.0388,0.0259,unknown,unknown
0.0593,10,26,2,1,0.0273,0.0354,0.0224,0.0304,female,25-30
0.0079,8,25,2,1,0.0426,0.0491,0.0152,0.0169,female,13-18
0.0538,8,24,1,1,0.016,0.0179,0.0377,0.0438,male,31-40
0.0,11,21,3,1,0.0122,0.0161,0.0033,0.0043,unknown,unknown
0.1678,3,19,2,1,0.016,0.018,0.0248,0.0272,male,13-18
0.0194,8,23,2,2,0.0426,0.0309,0.0334,0.0135,male,19-24
0.092,12,23,2,1,0.0888,0.1083,0.0411,0.1217,unknown,unknown
0.1131,5,22,2,1,0.0232,0.0242,0.1087,0.1465,unknown,unknown
0.0099,10,25,2,1,0.025,0.0292,0.0133,0.0287,unknown,unknown
0.024,7,24,2,2,0.0426,0.0309,0.2961,0.0558,unknown,unknown
0.0,14,26,1,1,0.0131,0.0131,0.0472,0.0644,male,25-30
